File, P1, P2, Date, Workers, Time Start, Time End, Collection, Magazine Name, Structure, Sheet Notes, Volume, Year, Date Start, Date End, Issue Start, Issue End, Type, Notes, Other Data
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, 17, 95-96, 12/95-1/96, , 17-2, , U, 1 issue
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, 1, , , , 1-1, 1-2, U, "Science Fiction Digest"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, , , 2/51, (no date), 4, 6, U, "Science Fiction Fortnightly"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, , , Spring 1969, , 14, , U, "Science Fiction Greats"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, , , Winter 1969, , , , U, "Science Fiction Greats"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, , , Fall 1970, , 19, , U, "SF Greats"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, , , Winter 1970, , 20, , U, "SF Greats"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, , , 3/53, , , , U, "Science-Fiction Plus"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, , , 3/39, , 1-1, , U, "Science Fiction"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, ?, , 3/41, 6/41, ?-4, ?-5, U, "Science Fiction"; vol. no. is ambiguous - either "11" or "II (2)"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, 1, , 11/51, 5/52, 1-1, 1-5, U, "Science Fiction Quarterly"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, 2, , 2/53, , (2-1 or 1-2)?, , U, "Science Fiction Quarterly"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, 3, , 8/55, , 3-6, , U, "Science Fiction Quarterly"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, 5, , 2/58, , 5-4, , U, "Science Fiction Quarterly"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, 4, , 11/56, , 4-5, , U, "Science Fiction Quarterly"
http://static.free-dissociation.com/magventory/mag-060.jpg, nhinchen, mgentile555, 2/22/07, KKB; JSB, 5:15, , C/M, Misc., , Months on cover & title page different for Sci. Fi. Chronicle, * The right margin has an arrow here, going down to the line starting with 17, , , , , , 
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , , '67; '69; '70; '71, , , 1; 3; 4; 5, , U, "Science Fiction yearbook" (yearly)
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , 3, , 4/62, , 3-4, , U, "The Searcher"
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , , , Summer/90, Winter/91, 14-4, 15-2, U, "Skeptical Inquirer" (3 in sequence)
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , , , Summer/71, , 14, , U, "Space Adventures"
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , , , 5/52, , 1-1, , U, "Space Science Fiction"
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , , , 9/52, , 1-2, , U, "Space Science Fiction"
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , , , 11/52, , 1-3, , U, "Space Science Fiction"
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , , , 2/53, , 1-4, , U, "Space Science Fiction"
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , , , 3/53, , 1-5, , U, "Space Science Fiction"
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , , , 7/53, , 2-1, , U, "Space Science Fiction"
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , , , Spring/1957, , 1-1, , U, "Space Science Fiction Magazine" (different)
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , , , 8/57, , 1-2, , U, "Space Science Fiction Magazine" (different)
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , , , 1/61, , 1-5, , U, "Space World"
http://static.free-dissociation.com/magventory/mag-061.jpg, nhinchen, mgentile555, 2/2/07, KKB; JSB, 5:20, , C/M, Misc., , , , , 3/61, , 1-6, , U, "Space World"
